id,city
2755,San Diego
2757,National City
2758,San Diego
2761,Coronado
2782,San Diego
2783,San Diego
2791,San Diego
2837,La Mesa
2840,San Diego
2854,Carlsbad
2855,Chula Vista
2860,Santee
2879,San Diego
2909,San Diego
2958,Coronado
3001,Chula Vista
3023,Oceanside
3042,San Diego
3047,San Diego
3068,San Diego
3070,Coronado
3080,San Diego
3081,San Diego
3082,San Diego
3083,San Diego
3088,San Diego
3147,San Diego
3161,Chula Vista
3166,La Jolla
3174,San Diego
3181,Carlsbad
3189,El Cajon
3196,Escondido
3198,San Diego
3199,Escondido
3200,Oceanside
3212,San Diego
3224,Solana Beach
3244,San Diego
3250,San Diego
3257,San Diego
3261,San Diego
3262,San Diego
3263,San Diego
3265,San Diego
3266,San Diego
3280,San Diego
3283,San Diego
3285,Vista
3290,San Diego
3315,La Jolla
3356,Escondido
3372,Del Mar
3377,San Marcos
3378,El Cajon
3409,San Diego
3428,San Diego
3444,Imperial Beach
3449,San Diego
3451,San Diego
3454,San Diego
3473,Poway
3475,Escondido
3489,La Jolla
3505,San Diego
3517,Imperial Beach
3520,San Diego
3521,San Diego
3527,San Diego
3528,San Diego
3547,Poway
3549,Escondido
3552,Santee
3557,Oceanside
3588,San Diego
3602,San Marcos
3605,El Cajon
3632,San Diego
3643,San Diego
3644,Spring Valley
3647,El Cajon
3664,San Diego
3668,San Marcos
3672,San Diego
3687,San Diego
3692,San Diego
3714,El Cajon
3720,San Diego
3742,Oceanside
3749,San Diego
3791,San Diego
3795,San Diego
3799,San Diego
3806,San Diego
3808,Chula Vista
3815,Santee
3845,San Diego
3851,San Diego
3864,San Diego
3874,San Diego
3877,Chula Vista
3878,Del Mar
3916,Ramona
3922,La Jolla
3931,Escondido
3941,San Diego
3945,San Diego
3966,San Diego
3968,San Diego
3971,Encinitas
3977,Poway
3982,San Diego
3985,San Diego
3995,Escondido
4017,El Cajon
4019,Encinitas
4042,San Diego
4052,San Diego
4054,Santee
4056,San Diego
4057,San Diego
4087,San Diego
4098,San Diego
4105,San Diego
4128,San Diego
4151,San Diego
4183,La Jolla
4200,San Diego
4235,San Diego
4244,San Diego
4249,San Diego
4258,National City
4290,San Diego
4316,San Diego
4331,Coronado
4337,San Diego
4364,Chula Vista
4370,Carlsbad
4380,Carlsbad
4388,San Diego
4391,San Marcos
4435,La Mesa
4474,Escondido
4486,La Jolla
4512,Carlsbad
4539,San Diego
4572,San Diego
4574,Oceanside
4577,Poway
4581,San Diego
4595,San Diego
4604,La Jolla
4632,San Diego
4644,San Diego
4657,Chula Vista
4661,Chula Vista
4680,San Diego
4693,La Mesa
4719,San Diego
4739,San Diego
4749,San Diego
4757,La Mesa
4788,Vista
4790,San Diego
4793,Chula Vista
4794,Chula Vista
4800,Poway
4806,Chula Vista
4808,San Diego
4810,San Diego
4836,Encinitas
4841,San Diego
4852,San Diego
4860,La Jolla
4862,Escondido
4874,Chula Vista
4891,San Diego
4913,La Mesa
4914,San Diego
4926,La Jolla
4934,Escondido
4937,La Mesa
4941,Escondido
4942,Escondido
4963,National City
4965,San Diego
4966,San Diego
4973,Oceanside
4977,La Jolla
4980,San Diego
5025,Escondido
5036,San Diego
5049,Oceanside
5066,Encinitas
5072,San Diego
5081,San Diego
5107,San Diego
5111,San Diego
5113,San Diego
5123,San Diego
5130,San Diego
5138,San Diego
5151,Chula Vista
5179,San Diego
5180,San Diego
5189,San Diego
5196,Carlsbad
5211,San Diego
5212,San Diego
5230,San Diego
5247,San Diego
5250,San Diego
5275,San Diego
5290,San Diego
5291,Carlsbad
5307,San Diego
5309,San Diego
5322,Santee
5359,Escondido
5371,El Cajon
5375,San Diego
5383,El Cajon
5394,Chula Vista
5471,San Diego
5478,Encinitas
5502,Vista
5514,National City
5526,San Diego
5567,Oceanside
5573,San Diego
5598,La Mesa
5603,Escondido
5614,El Cajon
5615,El Cajon
5640,Carlsbad
5663,San Diego
5672,Encinitas
5683,Imperial Beach
5712,San Diego
5736,Coronado
5760,San Diego
5768,Vista
5775,San Diego
5779,San Diego
5791,Encinitas
5793,Chula Vista
5823,San Diego
5829,Oceanside
5834,Chula Vista
5854,San Diego
5859,San Diego
5867,National City
5875,San Diego
5880,Spring Valley
5883,San Diego
5942,San Diego
5944,San Diego
5968,San Diego
5971,Escondido
5972,La Jolla
6006,San Diego
6007,Poway
6009,San Diego
6018,Carlsbad
6034,San Diego
6074,San Diego
6079,San Diego
6084,San Diego
6102,San Diego
6118,San Diego
6127,San Diego
6135,San Diego
6138,National City
6146,Escondido
6150,Chula Vista
6161,San Diego
6168,Santee
6181,San Ysidro
6217,Oceanside
6221,San Diego
6234,San Diego
6245,San Diego
6249,San Diego
6250,San Diego
6256,San Diego
6265,La Mesa
6279,San Diego
6287,El Cajon
6298,La Jolla
6299,Santee
6308,San Diego
6310,San Diego
6311,Spring Valley
6319,Escondido
6329,Poway
6338,San Diego
6341,San Diego
6373,La Jolla
6385,San Diego
6391,Chula Vista
6429,Carlsbad
6515,Poway
6531,San Diego
6552,Solana Beach
6563,San Diego
6582,San Diego
6583,Poway
6611,San Diego
6638,San Diego
6642,San Diego
6647,Oceanside
6658,San Diego
6659,San Diego
6664,Oceanside
6669,San Diego
6706,San Diego
6729,Santee
6748,San Diego
6753,Poway
6761,Oceanside
6781,La Mesa
6796,San Diego
6799,Escondido
6804,San Diego
6857,Oceanside
6877,Chula Vista
6935,San Diego
6938,San Diego
6943,San Diego
6948,Ramona
6952,San Diego
6959,San Diego
6993,San Diego
7005,San Diego
7016,San Diego
7017,San Diego
7035,San Diego
7055,El Cajon
7065,El Cajon
7074,National City
7080,Oceanside
7081,Del Mar
7084,San Diego
7114,San Marcos
7123,Escondido
7137,El Cajon
7163,San Diego
7164,La Jolla
7166,San Diego
7170,Encinitas
7172,Oceanside
7197,San Diego
7210,San Diego
7227,Escondido
7265,La Jolla
7266,San Diego
7287,La Mesa
7297,San Diego
7306,Escondido
7314,San Diego
7364,San Diego
7388,El Cajon
7396,Solana Beach
7398,San Diego
7423,Solana Beach
7437,San Diego
7444,San Diego
7447,National City
7484,Carlsbad
7498,San Diego
7504,El Cajon
7513,San Diego
7517,Carlsbad
7525,San Diego
7531,Carlsbad
7532,San Diego
7571,National City
7576,Oceanside
7586,Escondido
7604,Oceanside
7624,El Cajon
7630,Chula Vista
7675,San Diego
7682,San Diego
7689,Chula Vista
7691,Escondido
7692,San Marcos
7704,La Mesa
7735,Vista
7740,San Diego
7744,San Diego
7745,San Diego
7752,Chula Vista
7772,San Diego
7786,Solana Beach
7797,San Diego
7808,Encinitas
7815,San Diego
7831,Poway
7857,San Marcos
7877,San Marcos
7895,San Diego
7928,El Cajon
7933,San Diego
7940,San Diego
7959,Vista
7974,San Diego
7975,San Diego
8006,San Diego
8039,Escondido
8090,Encinitas
8121,Chula Vista
8126,San Diego
8135,San Marcos
8138,Escondido
8144,San Diego
8149,San Diego
8157,San Diego
8231,Chula Vista
8233,San Marcos
8277,San Diego
8282,Santee
8302,Solana Beach
8303,San Diego
8309,San Diego
8323,Escondido
8337,San Diego
8341,San Diego
8343,San Diego
8399,Escondido
8423,San Diego
8432,Poway
8437,Coronado
8484,La Mesa
8508,Carlsbad
8523,El Cajon
8533,San Diego
8536,Oceanside
8609,San Diego
8617,San Diego
8622,Lemon Grove
8638,La Mesa
8659,San Diego
8705,San Diego
8711,San Diego
8714,San Diego
8719,Chula Vista
8727,La Jolla
8746,Santee
8765,San Marcos
8766,Coronado
8786,San Diego
8828,Encinitas
8839,Encinitas
8841,San Diego
8859,San Diego
8860,Santee
8863,Encinitas
8866,Escondido
8868,Bonita
8877,San Diego
8887,Escondido
8910,Chula Vista
8988,San Marcos
8993,Carlsbad
9008,San Diego
9070,San Diego
9075,Vista
9089,San Diego
9093,San Diego
9094,San Diego
9099,Ramona
9102,Carlsbad
9114,La Mesa
9122,San Diego
9148,Escondido
9150,San Diego
9151,San Diego
9160,San Diego
9173,Vista
9192,San Diego
9203,Solana Beach
9210,San Diego
9228,San Diego
9231,La Jolla
9236,San Diego
9245,San Diego
9259,San Diego
9274,San Diego
9292,San Diego
9328,San Marcos
9354,San Diego
9363,San Diego
9372,San Diego
9379,San Diego
9383,San Diego
9399,San Diego
9408,Encinitas
9409,Oceanside
9411,San Diego
9416,San Diego
9431,San Diego
9434,San Diego
9443,San Diego
9446,San Diego
9469,San Diego
9472,San Diego
9481,Poway
9484,San Diego
9487,San Diego
9491,San Diego
9513,Escondido
9545,San Diego
9552,Encinitas
9575,San Diego
9593,San Marcos
9605,Del Mar
9686,San Diego
9716,Santee
9723,San Diego
9724,National City
9729,Escondido
9740,Chula Vista
9755,National City
9763,San Diego
9793,Carlsbad
9794,San Diego
9809,San Marcos
9823,San Diego
9834,San Diego
9842,San Diego
9884,Carlsbad
9885,Vista
9907,San Diego
9909,San Diego
9942,San Diego
9943,San Diego
9945,San Diego
9986,San Diego
9989,La Jolla
10000,Vista
10004,La Jolla
10016,San Diego
10019,Escondido
10024,Bonita
10053,San Diego
10055,Poway
10064,San Diego
10110,San Diego
10170,San Diego
10174,Oceanside
10186,Chula Vista
10201,San Marcos
10224,Vista
10252,San Diego
10271,San Diego
10278,La Jolla
10309,San Diego
10317,San Diego
10328,Chula Vista
10342,San Diego
10343,Poway
10375,San Diego
10379,Chula Vista
10396,El Cajon
10404,Oceanside
10410,San Diego
10438,Ramona
10440,San Diego
10454,San Diego
10465,El Cajon
10466,San Diego
10470,San Diego
10486,San Diego
10490,Vista
10495,Escondido
10496,Chula Vista
10498,San Diego
10525,Escondido
10536,Vista
10551,Chula Vista
10570,Encinitas
10571,Escondido
10610,Oceanside
10613,San Diego
10650,San Diego
10701,Pacific Beach
10704,Santee
10705,Santee
10718,San Diego
10732,Escondido
10749,National City
10785,Chula Vista
10813,San Diego
10814,San Diego
10815,San Diego
10827,San Diego
10831,La Mesa
10845,San Diego
10846,San Diego
10851,Escondido
10855,Ramona
10856,Ramona
10861,San Diego
10865,Encinitas
10894,San Diego
10899,San Diego
10902,Encinitas
10907,San Diego
10910,San Diego
10913,San Diego
10924,San Diego
10925,San Diego
10934,San Diego
10981,San Diego
10986,El Cajon
10989,National City
10990,Poway
11045,San Diego
11055,Coronado
11068,San Diego
11070,National City
11077,Carlsbad
11082,National City
11090,Escondido
11091,San Diego
11112,San Diego
11165,Escondido
11174,Spring Valley
11183,National City
11199,San Diego
11243,Carlsbad
11247,Chula Vista
11249,San Diego
11267,San Diego
11274,Santee
11280,San Diego
11291,San Diego
11311,Escondido
11329,San Diego
11331,San Diego
11344,San Diego
11348,San Diego
11349,San Diego
11354,San Diego
11356,San Diego
11397,Escondido
11405,El Cajon
11406,El Cajon
11430,Encinitas
11445,San Diego
11462,San Diego
11463,Ramona
11464,Ramona
11468,San Diego
11474,San Diego
11478,San Diego
11480,Encinitas
11498,San Diego
11506,El Cajon
11537,San Diego
11564,San Diego
11565,Escondido
11568,San Diego
11569,Escondido
11575,San Diego
11605,San Marcos
11633,Chula Vista
11637,La Jolla
11640,Santee
11642,San Diego
11660,San Diego
11681,Carlsbad
11700,Carlsbad
11706,San Marcos
11711,San Diego
11724,El Cajon
11731,San Diego
11733,El Cajon
11742,San Diego
11749,Escondido
11760,San Diego
11773,National City
11787,Escondido
11795,San Diego
11815,San Diego
11844,El Cajon
11846,Escondido
11850,San Diego
11856,San Diego
11857,San Diego
11858,Escondido
11870,Chula Vista
11880,San Diego
11881,San Diego
11907,San Diego
11919,San Diego
11955,San Diego
11968,Poway
11988,Escondido
12007,San Diego
12009,Lemon Grove
12011,Escondido
12015,San Diego
12035,San Diego
12037,San Diego
12048,San Diego
12067,National City
12071,San Diego
12074,San Diego
12077,San Diego
12088,San Diego
12090,San Diego
12112,Carlsbad
12134,San Diego
12151,San Diego
12167,San Diego
12171,Chula Vista
12209,San Diego
12212,San Diego
12246,San Diego
12254,Chula Vista
12267,Poway
12275,Encinitas
12288,San Diego
12299,Chula Vista
12344,San Diego
12356,La Jolla
12359,Oceanside
12362,San Diego
12365,La Jolla
12376,San Diego
12390,San Diego
12392,San Diego
12426,Spring Valley
12432,San Diego
12433,El Cajon
12434,Chula Vista
12438,San Diego
12439,Coronado
12455,San Diego
12458,San Diego
12466,Escondido
12477,Encinitas
12484,El Cajon
12512,Chula Vista
12540,Carlsbad
12550,Vista
12582,San Diego
12583,San Diego
12615,Encinitas
12644,San Diego
12646,Bonita
12661,Spring Valley
12663,San Marcos
12680,San Diego
12681,San Diego
12703,San Marcos
12705,Carlsbad
12710,San Diego
12716,Poway
12722,Chula Vista
12733,San Diego
12737,San Marcos
12765,Chula Vista
12785,El Cajon
12786,San Diego
12787,San Diego
12791,San Diego
12802,National City
12807,Coronado
12819,National City
12836,San Diego
12839,Imperial Beach
12848,Carlsbad
12889,San Marcos
12902,Escondido
12909,San Diego
12949,San Diego
12968,San Diego
12991,San Diego
13014,San Diego
13047,San Diego
13078,Encinitas
13080,San Diego
13102,National City
13117,San Diego
13122,Carlsbad
13165,Chula Vista
13185,San Diego
13204,Encinitas
13210,San Diego
13220,Escondido
13225,Carlsbad
13231,San Diego
13234,San Diego
13238,San Diego
13274,San Diego
13310,Poway
13317,San Diego
13320,San Diego
13324,San Diego
13390,San Diego
13399,San Diego
13410,Ramona
13500,Carlsbad
13563,Bonita
13571,Vista
13574,Escondido
13596,San Diego
13605,San Diego
13628,San Diego
13649,Carlsbad
13655,San Diego
13656,Oceanside
13715,Imperial Beach
13720,Chula Vista
13732,Encinitas
13765,San Diego
13768,San Diego
13797,Del Mar
13800,Vista
13820,San Diego
13822,Chula Vista
13826,San Diego
13847,La Jolla
13850,Carlsbad
13853,San Diego
13854,El Cajon
13882,San Diego
13917,San Diego
13923,Lemon Grove
13935,La Jolla
13957,Chula Vista
13962,Rancho Santa Fe
13968,National City
14006,San Diego
14013,San Diego
14015,San Diego
14051,San Marcos
14096,San Diego
14098,San Diego
14100,Oceanside
14126,San Diego
14159,Escondido
14160,Escondido
14206,La Jolla
14209,San Diego
14229,San Diego
14243,La Mesa
14254,San Diego
14261,San Diego
14263,San Diego
14289,San Diego
14290,La Jolla
14304,Carlsbad
14323,San Diego
14330,San Diego
14337,San Diego
14342,San Marcos
14369,San Diego
14423,Carlsbad
14431,San Diego
14442,San Diego
14450,San Diego
14458,San Diego
14462,San Diego
14465,San Diego
14469,San Diego
14473,San Diego
14487,El Cajon
14502,La Jolla
14508,La Mesa
14509,Spring Valley
14514,San Diego
14519,San Diego
14521,San Diego
14531,San Diego
14547,Vista
14585,San Diego
14586,Encinitas
14590,Carlsbad
14607,San Diego
14608,Encinitas
14610,Encinitas
14621,Oceanside
14654,San Diego
14682,Imperial Beach
14684,San Diego
14694,San Ysidro
14696,San Diego
14726,San Diego
14730,Del Mar
14785,San Diego
14801,San Diego
14823,Oceanside
14824,Lemon Grove
14875,San Diego
14876,Solana Beach
14912,Bonita
14914,Vista
14929,San Diego
14940,San Diego
14941,San Diego
14942,San Diego
14947,San Diego
14969,La Mesa
14980,San Diego
14981,San Diego
14983,San Diego
14991,Escondido
15009,Vista
15037,San Diego
15043,San Diego
15048,San Diego
15051,San Diego
15054,San Diego
15056,San Diego
15057,Oceanside
15078,San Diego
15114,Del Mar
15118,Del Mar
15120,San Diego
15121,San Diego
15129,San Diego
15138,San Diego
15153,San Diego
15167,Oceanside
15168,Oceanside
15177,Escondido
15182,San Diego
15190,San Diego
15200,San Diego
15212,Carlsbad
15230,El Cajon
15241,San Diego
15267,San Diego
15281,San Diego
15282,San Diego
15284,San Diego
15304,Coronado
15307,Chula Vista
15311,San Diego
15315,Oceanside
15323,Chula Vista
15333,San Diego
15334,San Diego
15357,San Diego
15404,Coronado
15450,San Diego
15453,San Diego
15454,San Diego
15456,Chula Vista
15463,San Diego
15478,San Diego
15479,San Diego
15499,San Diego
15527,La Mesa
15591,San Diego
15605,San Diego
15607,El Cajon
15610,Oceanside
15618,San Diego
15619,San Diego
15659,Chula Vista
15660,San Diego
15681,La Jolla
15688,San Diego
15710,Chula Vista
15717,Chula Vista
15723,La Jolla
15725,Poway
15745,El Cajon
15798,San Diego
15805,Encinitas
15806,San Diego
15809,San Diego
15810,La Mesa
15833,San Diego
15844,Spring Valley
15849,San Diego
15881,La Mesa
15888,San Ysidro
15894,San Diego
15897,San Diego
15911,Escondido
15942,San Diego
15951,El Cajon
15980,San Diego
15981,La Jolla
15998,Lemon Grove
16000,La Jolla
16042,Santee
16060,Chula Vista
16061,Escondido
16062,Ramona
16063,National City
16080,Chula Vista
16095,Encinitas
16107,Spring Valley
16135,San Diego
16136,San Diego
16148,Ramona
16164,Escondido
16177,San Diego
16181,Encinitas
16184,San Diego
16193,Encinitas
16231,San Diego
16241,San Diego
16247,Solana Beach
16280,San Diego
16281,Spring Valley
16282,Oceanside
16288,Chula Vista
16300,Poway
16302,San Diego
16303,San Diego
16304,San Diego
16318,San Marcos
16322,Carlsbad
16327,San Diego
16343,San Diego
16344,San Diego
16362,Poway
16386,San Diego
16387,Vista
16388,Oceanside
16396,Santee
16450,El Cajon
16458,El Cajon
16498,San Diego
16501,San Diego
16503,San Marcos
16504,Carlsbad
16520,Encinitas
16521,Vista
16522,Santee
16527,Encinitas
16543,San Diego
16571,San Diego
16590,San Diego
16595,Rancho Santa Fe
16596,Chula Vista
16602,Chula Vista
16603,Spring Valley
16604,Oceanside
16620,Oceanside
16621,San Diego
16624,San Diego
16648,San Diego
16672,La Mesa
16683,San Diego
16699,San Diego
16713,San Marcos
16716,San Marcos
16737,San Diego
16740,Lemon Grove
16748,El Cajon
16760,Escondido
16761,San Diego
16806,San Diego
16831,Solana Beach
16870,San Diego
16877,San Diego
16928,San Diego
16934,Poway
16947,San Diego
16967,San Diego
16988,San Diego
16991,National City
17013,San Diego
17020,San Diego
17026,Santee
17030,Spring Valley
17039,San Diego
17041,Vista
17047,Oceanside
17067,La Jolla
17072,Oceanside
17079,San Diego
17087,Poway
17089,San Diego
17107,San Diego
17108,San Diego
17127,San Diego
17145,Oceanside
17153,San Diego
17177,National City
17206,Encinitas
17207,San Diego
17210,Spring Valley
17218,Lemon Grove
17231,San Diego
17263,Escondido
17275,San Diego
17304,San Diego
17305,Carlsbad
17308,Vista
17324,Oceanside
17367,Carlsbad
17388,La Jolla
17396,Santee
17397,San Diego
17403,San Diego
17450,Carlsbad
17452,San Diego
17455,San Diego
17465,La Jolla
17467,San Diego
17477,Escondido
17490,Chula Vista
17492,San Diego
17499,San Diego
17509,Escondido
17529,San Diego
17534,Chula Vista
17549,Escondido
17554,San Diego
17562,San Diego
17567,Del Mar
17583,Chula Vista
17587,San Diego
17600,El Cajon
17602,Lemon Grove
17607,Escondido
17611,Ramona
17647,La Jolla
17650,San Diego
17651,San Diego
17690,San Diego
17697,Escondido
17705,San Diego
17715,San Diego
17716,San Diego
17724,San Diego
17726,San Diego
17746,San Diego
17803,Chula Vista
17809,San Diego
17835,San Diego
17849,San Diego
17896,Escondido
17902,Carlsbad
17904,San Diego
17933,San Diego
17940,San Diego
17964,San Diego
17968,Carlsbad
17969,Encinitas
17981,San Marcos
18027,Vista
18049,Oceanside
18052,Chula Vista
18057,La Mesa
18061,San Diego
18068,La Mesa
18071,San Diego
18100,Chula Vista
18102,Escondido
18105,National City
18118,San Diego
18135,La Jolla
18136,La Jolla
18139,San Diego
18205,San Diego
18209,Poway
18221,San Diego
18223,Escondido
18232,San Diego
18244,San Diego
18246,San Diego
18250,San Ysidro
18320,San Diego
18322,San Diego
18325,San Diego
18347,San Marcos
18365,La Mesa
18393,San Diego
18394,San Diego
18428,Spring Valley
18434,El Cajon
18451,San Diego
18455,San Diego
18467,Chula Vista
18480,San Diego
18516,Escondido
18520,Solana Beach
18521,San Diego
18585,Poway
18586,Poway
18587,Chula Vista
18590,San Diego
18615,San Diego
18616,San Diego
18617,San Diego
18620,San Diego
18636,San Diego
18649,San Diego
18652,San Diego
18661,San Diego
18665,San Diego
18667,Chula Vista
18681,Escondido
18684,La Jolla
18700,Chula Vista
18720,Encinitas
18721,Chula Vista
18729,San Diego
18730,National City
18733,San Diego
18737,San Diego
18738,San Diego
18742,San Diego
18743,San Diego
18749,Chula Vista
18755,San Diego
18760,San Diego
18771,Escondido
18777,San Diego
18779,San Diego
18780,National City
18781,National City
18784,San Diego
18786,San Diego
18788,Lemon Grove
18793,Carlsbad
18797,San Diego
18801,San Diego
18827,San Diego
18830,San Diego
18831,Carlsbad
18840,San Diego
18841,Escondido
18842,Escondido
18843,Carlsbad
18844,Escondido
18845,Escondido
18846,San Diego
18870,San Diego
18885,Chula Vista
18915,Chula Vista
18917,San Diego
18921,San Diego
18925,San Diego
18939,National City
18944,San Diego
18957,San Diego
18966,San Diego
18969,Encinitas
18975,National City
18988,Escondido
18990,National City
18991,Carlsbad
19031,San Diego
19045,San Diego
19046,Escondido
19049,Encinitas
19114,Chula Vista
19115,San Diego
19125,El Cajon
19129,San Diego
19136,La Jolla
19137,San Diego
19230,San Diego
19239,National City
19268,Carlsbad
19276,El Cajon
19278,San Diego
19285,San Diego
19292,Carlsbad
19325,San Diego
19326,Chula Vista
19345,Chula Vista
19364,San Diego
19370,Carlsbad
19371,Santee
19392,Chula Vista
19406,San Diego
19428,San Diego
19453,San Diego
19457,San Diego
19464,Poway
19479,San Diego
19485,Solana Beach
19490,San Diego
19494,Ramona
19508,San Diego
19527,San Diego
19528,Encinitas
19561,San Diego
19575,Chula Vista
19593,San Diego
19601,Escondido
19628,San Diego
19633,San Diego
19634,Lemon Grove
19692,Chula Vista
19715,San Diego
19726,Chula Vista
19761,San Diego
19762,San Diego
19763,La Mesa
19770,San Diego
19776,Ramona
19798,Santee
19801,San Diego
19830,Chula Vista
19839,San Diego
19844,Oceanside
19865,La Jolla
19895,San Diego
19900,San Diego
19917,San Diego
19929,Chula Vista
19931,Santee
19945,San Diego
19992,La Mesa
19996,Poway
20000,Encinitas
20001,Escondido
20021,San Diego
20028,Carlsbad
20049,San Diego
20055,San Diego
20062,Escondido
20076,La Jolla
20077,San Diego
20079,Carlsbad
20087,Santee
20117,National City
20126,San Diego
20137,San Diego
20154,San Diego
20159,San Diego
20164,San Diego
20168,San Diego
20171,San Diego
20188,San Diego
20215,San Diego
20221,La Mesa
20264,San Diego
20278,Chula Vista
20290,National City
20296,Escondido
20301,San Diego
20320,San Diego
20367,San Diego
20372,San Diego
20379,La Jolla
20390,Escondido
20416,San Diego
20437,Chula Vista
20442,San Diego
20456,San Diego
20473,San Diego
20476,San Diego
20481,La Jolla
20524,National City
20533,El Cajon
20534,San Diego
20543,San Diego
20570,San Diego
20572,San Diego
20580,San Diego
20595,Ramona
20609,San Diego
20614,Carlsbad
20618,Ramona
20629,San Diego
20643,Escondido
20658,San Diego
20669,San Diego
20672,San Diego
20679,San Diego
20682,San Diego
20686,San Diego
20693,San Diego
20705,San Diego
20712,San Diego
20716,San Diego
20724,San Diego
20740,Del Mar
20773,National City
20791,National City
20793,National City
20799,Vista
20831,San Diego
20834,Santee
20864,Santee
20869,Escondido
20887,San Diego
20893,La Mesa
20909,San Diego
20916,San Diego
20918,Carlsbad
20925,San Diego
20932,El Cajon
20937,Poway
20941,San Diego
20944,San Diego
20962,Escondido
20969,Imperial Beach
20977,San Diego
20982,San Diego
20985,Escondido
20987,Encinitas
21024,San Diego
21028,San Diego
21029,San Diego
21038,San Diego
21051,San Diego
21058,San Diego
21066,La Mesa
21069,Carlsbad
21090,San Diego
21102,Solana Beach
21114,Escondido
21126,San Diego
21137,San Diego
21138,San Diego
21145,San Marcos
21160,Carlsbad
21163,La Jolla
21181,San Diego
21184,San Diego
21206,San Diego
21223,La Mesa
21224,San Diego
21242,San Diego
21246,San Diego
21277,Coronado
21299,San Diego
21300,San Diego
21309,San Diego
21311,El Cajon
21312,San Diego
21317,Santee
21320,San Diego
21323,Lemon Grove
21328,Escondido
21351,Santee
21370,San Diego
21385,San Diego
21413,La Mesa
21415,San Diego
21417,Encinitas
21418,Encinitas
21428,Carlsbad
21432,San Diego
21438,San Diego
21451,San Diego
21465,National City
21485,San Diego
21497,Chula Vista
21498,Chula Vista
21513,Del Mar
21540,Chula Vista
21552,La Jolla
21564,San Diego
21568,San Diego
21584,Chula Vista
21586,Del Mar
21600,San Diego
21618,Lemon Grove
21636,Carlsbad
21641,Oceanside
21649,San Diego
21653,La Jolla
21666,Escondido
21667,Escondido
21673,San Diego
21677,San Diego
21681,Carlsbad
21683,Chula Vista
21696,San Diego
21706,La Mesa
21711,San Diego
21712,Vista
21736,San Diego
21747,San Diego
21752,Encinitas
21758,Oceanside
21775,San Diego
21799,San Diego
21803,Escondido
21827,Carlsbad
